,discount,consumption_total,market_price,availability_service,availability_discounts,holiday,temperature_hist,forecast_total,discount_category,hour,weekday
2024-03-01 00:00:00+00:00,0.0,4.846416666666667,0.5,1,1,0,8.372,,0,0,4
2024-03-01 01:00:00+00:00,0.0,0.0,0.2000000029802322,1,1,0,7.8719997,,0,1,4
2024-03-01 02:00:00+00:00,0.0,0.0,0.1000000014901161,1,1,0,8.572,,0,2,4
2024-03-01 03:00:00+00:00,0.0,0.0,0.0099999997764825,1,1,0,9.472,,0,3,4
2024-03-01 04:00:00+00:00,0.0,0.0,0.5,1,1,0,9.372,,0,4,4
2024-03-01 05:00:00+00:00,0.0,0.0,3.0,1,1,0,9.172,,0,5,4
2024-03-01 06:00:00+00:00,0.0,2.103,3.25,1,1,0,9.922,1.0,0,6,4
2024-03-01 07:00:00+00:00,0.0,0.0,3.25,1,1,0,9.772,3.0,0,7,4
2024-03-01 08:00:00+00:00,0.0,15.376295008333331,3.200000047683716,1,1,0,11.222,13.0,0,8,4
2024-03-01 09:00:00+00:00,0.05,37.6241642,0.0,1,1,0,11.622,14.0,1,9,4
2024-03-01 10:00:00+00:00,0.0,119.30332077833332,0.0,1,1,0,12.472,15.0,0,10,4
2024-03-01 11:00:00+00:00,0.0,120.33524593141668,0.0,1,1,0,11.972,15.0,0,11,4
2024-03-01 12:00:00+00:00,0.0,92.24346071333332,0.0,1,1,0,12.772,16.0,0,12,4
2024-03-01 13:00:00+00:00,0.0,147.77452649666665,0.0,1,1,0,11.772,15.0,0,13,4
2024-03-01 14:00:00+00:00,0.5,207.3078560333333,0.0,1,1,0,11.672,16.0,3,14,4
2024-03-01 15:00:00+00:00,0.0,182.48862394166665,0.0,1,1,0,11.922,10.0,0,15,4
2024-03-01 16:00:00+00:00,0.0,105.97085006166668,0.8399999737739563,1,1,0,11.672,15.0,0,16,4
2024-03-01 17:00:00+00:00,0.0,97.202250735,3.25,1,1,0,12.072,13.0,0,17,4
2024-03-01 18:00:00+00:00,0.0,86.12534232333333,5.679999828338623,1,1,0,11.972,15.0,0,18,4
2024-03-01 19:00:00+00:00,0.0,137.18963627666668,10.100000381469728,1,1,0,11.272,14.0,0,19,4
2024-03-01 20:00:00+00:00,0.0,177.707909845,6.480000019073486,1,1,0,11.222,16.0,0,20,4
2024-03-01 21:00:00+00:00,0.0,167.39702164833335,5.0,1,1,0,11.072,14.0,0,21,4
2024-03-01 22:00:00+00:00,0.0,147.40018547166667,3.799999952316284,1,1,0,10.772,9.0,0,22,4
2024-03-01 23:00:00+00:00,0.0,29.871630521666663,,1,1,0,10.622,9.0,0,23,4
2024-03-02 00:00:00+00:00,0.0,2.8003261666666663,2.0,1,1,0,10.572,,0,0,5
2024-03-02 01:00:00+00:00,0.0,0.0,0.5,1,1,0,10.822,,0,1,5
2024-03-02 02:00:00+00:00,0.0,0.0,0.0099999997764825,1,1,0,11.272,,0,2,5
2024-03-02 03:00:00+00:00,0.0,0.0,0.0099999997764825,1,1,0,12.022,,0,3,5
2024-03-02 04:00:00+00:00,0.0,0.0,0.0,1,1,0,10.872,,0,4,5
2024-03-02 05:00:00+00:00,0.0,0.0,0.1000000014901161,1,1,0,10.722,,0,5,5
2024-03-02 06:00:00+00:00,0.0,0.0,2.0999999046325684,1,1,0,10.822,1.0,0,6,5
2024-03-02 07:00:00+00:00,0.0,0.0,2.1700000762939453,1,1,0,11.272,1.0,0,7,5
2024-03-02 08:00:00+00:00,0.0,3.95745,2.049999952316284,1,1,0,11.722,3.0,0,8,5
2024-03-02 09:00:00+00:00,0.0,48.152767525,1.6799999475479126,1,1,0,11.522,5.0,0,9,5
2024-03-02 10:00:00+00:00,0.0,37.481792995,0.0099999997764825,1,1,0,11.322,10.0,0,10,5
2024-03-02 11:00:00+00:00,0.0,119.41787072833334,0.0,1,1,0,11.222,13.0,0,11,5
2024-03-02 12:00:00+00:00,0.0,126.00448166833333,0.0099999997764825,1,1,0,10.022,14.0,0,12,5
2024-03-02 13:00:00+00:00,0.0,168.27466518833336,0.0099999997764825,1,1,0,9.722,15.0,0,13,5
2024-03-02 14:00:00+00:00,0.25,194.0384127583333,0.0099999997764825,1,1,0,9.972,15.0,2,14,5
2024-03-02 15:00:00+00:00,0.0,184.63692815833332,1.0199999809265137,1,1,0,9.572,17.0,0,15,5
2024-03-02 16:00:00+00:00,0.0,140.86618227833333,2.0999999046325684,1,1,0,10.272,15.0,0,16,5
2024-03-02 17:00:00+00:00,0.0,111.20594022666666,3.200000047683716,1,1,0,9.372,14.0,0,17,5
2024-03-02 18:00:00+00:00,0.0,104.01086437833332,8.119999885559082,1,1,0,8.972,10.0,0,18,5
2024-03-02 19:00:00+00:00,0.0,90.00581490833333,30.3700008392334,1,1,0,8.022,11.0,0,19,5
2024-03-02 20:00:00+00:00,0.0,94.447944933325,30.600000381469727,1,1,0,7.972,11.0,0,20,5
2024-03-02 21:00:00+00:00,0.0,108.41683969082,5.599999904632568,1,1,0,7.222,9.0,0,21,5
2024-03-02 22:00:00+00:00,0.0,106.37278248333,4.199999809265137,1,1,0,7.472,3.0,0,22,5
2024-03-02 23:00:00+00:00,0.0,26.682316983333333,,1,1,0,7.722,3.0,0,23,5
2024-03-03 00:00:00+00:00,0.0,14.457522083333334,0.1000000014901161,1,1,0,7.522,,0,0,6
2024-03-03 01:00:00+00:00,0.0,0.0,0.0,1,1,0,6.022,,0,1,6
2024-03-03 02:00:00+00:00,0.0,0.0,0.0,1,1,0,6.822,,0,2,6
2024-03-03 03:00:00+00:00,0.0,0.0,0.0,1,1,0,7.172,,0,3,6
2024-03-03 04:00:00+00:00,0.0,0.0,0.0,1,1,0,7.422,,0,4,6
2024-03-03 05:00:00+00:00,0.0,0.0,0.0099999997764825,1,1,0,8.522,,0,5,6
2024-03-03 06:00:00+00:00,0.0,0.0,0.1899999976158142,1,1,0,8.322,1.0,0,6,6
2024-03-03 07:00:00+00:00,0.0,0.0,0.0,1,1,0,8.022,1.0,0,7,6
2024-03-03 08:00:00+00:00,0.0,34.27691208333333,0.0,1,1,0,8.472,3.0,0,8,6
2024-03-03 09:00:00+00:00,0.0,69.94779281,0.0,1,1,0,8.872,5.0,0,9,6
2024-03-03 10:00:00+00:00,0.0,121.09921495333332,0.0,1,1,0,10.172,14.0,0,10,6
2024-03-03 11:00:00+00:00,0.0,124.08777589666668,0.0,1,1,0,11.172,9.0,0,11,6
2024-03-03 12:00:00+00:00,0.0,83.28785430166666,0.0,1,1,0,10.922,13.0,0,12,6
2024-03-03 13:00:00+00:00,0.0,110.388030115,0.0,1,1,0,12.122,15.0,0,13,6
2024-03-03 14:00:00+00:00,0.0,104.54670781666668,0.0,1,1,0,12.722,13.0,0,14,6
2024-03-03 15:00:00+00:00,0.0,75.640049095,0.0,1,1,0,12.872,16.0,0,15,6
2024-03-03 16:00:00+00:00,0.0,110.444929088,0.0,1,1,0,12.772,14.0,0,16,6
2024-03-03 17:00:00+00:00,0.0,149.1091195045,2.059999942779541,1,1,0,12.172,14.0,0,17,6
2024-03-03 18:00:00+00:00,0.0,169.13049849166666,7.980000019073486,1,1,0,11.722,14.0,0,18,6
2024-03-03 19:00:00+00:00,0.0,67.41892754333334,29.600000381469727,1,1,0,11.622,14.0,0,19,6
2024-03-03 20:00:00+00:00,0.0,47.983786046666665,30.600000381469727,1,1,0,11.622,15.0,0,20,6
2024-03-03 21:00:00+00:00,0.0,106.16842034666666,14.0,1,1,0,12.122,15.0,0,21,6
2024-03-03 22:00:00+00:00,0.0,34.628811533333334,4.599999904632568,1,1,0,12.422,4.0,0,22,6
2024-03-03 23:00:00+00:00,0.0,49.82160189166667,,1,1,0,12.472,3.0,0,23,6
2024-03-04 00:00:00+00:00,0.0,14.484916666666669,3.200000047683716,0,1,0,12.822,,0,0,0
2024-03-04 01:00:00+00:00,0.0,0.0,3.200000047683716,0,1,0,12.722,,0,1,0
2024-03-04 02:00:00+00:00,0.0,0.0,3.200000047683716,0,1,0,12.322,,0,2,0
2024-03-04 03:00:00+00:00,0.0,0.0,3.190000057220459,0,1,0,12.472,,0,3,0
2024-03-04 04:00:00+00:00,0.0,0.0,3.200000047683716,0,1,0,12.072,,0,4,0
2024-03-04 05:00:00+00:00,0.0,0.0,3.200000047683716,0,1,0,12.272,,0,5,0
2024-03-04 06:00:00+00:00,0.0,0.0,7.199999809265137,0,1,0,12.372,1.0,0,6,0
2024-03-04 07:00:00+00:00,0.0,0.0,8.119999885559082,0,1,0,12.222,1.0,0,7,0
2024-03-04 08:00:00+00:00,0.0,22.857864575,8.65999984741211,0,1,0,12.972,6.0,0,8,0
2024-03-04 09:00:00+00:00,0.05,47.41670647666667,7.599999904632568,0,1,0,12.172,16.0,1,9,0
2024-03-04 10:00:00+00:00,0.0,81.96133879,3.200000047683716,0,1,0,12.872,17.0,0,10,0
2024-03-04 11:00:00+00:00,0.0,129.19779925000833,3.200000047683716,0,1,0,13.272,10.0,0,11,0
2024-03-04 12:00:00+00:00,0.0,96.48848449166668,2.9100000858306885,0,1,0,13.522,16.0,0,12,0
2024-03-04 13:00:00+00:00,0.0,119.78343961666666,1.6799999475479126,0,1,0,13.422,13.0,0,13,0
2024-03-04 14:00:00+00:00,0.5,101.46055253,1.0,0,1,0,13.722,13.0,3,14,0
2024-03-04 15:00:00+00:00,0.0,130.558156225,2.3299999237060547,0,1,0,13.472,16.0,0,15,0
2024-03-04 16:00:00+00:00,0.0,117.20578751666667,3.200000047683716,0,1,0,13.122,14.0,0,16,0
2024-03-04 17:00:00+00:00,0.0,99.27044116666666,5.0,0,1,0,12.072,12.0,0,17,0
2024-03-04 18:00:00+00:00,0.0,95.21811409833334,14.0,0,1,0,11.072,10.0,0,18,0
2024-03-04 19:00:00+00:00,0.0,72.41368701666667,25.0,0,1,0,10.572,10.0,0,19,0
2024-03-04 20:00:00+00:00,0.0,119.15495682666666,17.979999542236328,0,1,0,10.072,8.0,0,20,0
2024-03-04 21:00:00+00:00,0.0,106.58793669333332,12.5,0,1,0,9.872,8.0,0,21,0
2024-03-04 22:00:00+00:00,0.0,91.620791545,6.099999904632568,0,1,0,9.622,5.0,0,22,0
2024-03-04 23:00:00+00:00,0.0,0.78443045,,0,1,0,9.372,4.0,0,23,0
2024-03-05 00:00:00+00:00,0.0,0.0,4.659999847412109,1,1,0,8.172,,0,0,1
2024-03-05 01:00:00+00:00,0.0,0.0,4.659999847412109,1,1,0,9.522,,0,1,1
2024-03-05 02:00:00+00:00,0.0,0.0,5.0,1,1,0,9.072,,0,2,1
2024-03-05 03:00:00+00:00,0.0,0.0,6.0,1,1,0,7.772,,0,3,1
2024-03-05 04:00:00+00:00,0.0,0.0,8.229999542236328,1,1,0,7.572,,0,4,1
2024-03-05 05:00:00+00:00,0.0,0.0,24.100000381469727,1,1,0,7.1219997,,0,5,1
2024-03-05 06:00:00+00:00,0.0,0.0,35.0,1,1,0,7.072,1.0,0,6,1
2024-03-05 07:00:00+00:00,0.0,0.0,61.45000076293945,1,1,0,6.572,1.0,0,7,1
2024-03-05 08:00:00+00:00,0.0,13.654333333333334,17.6299991607666,1,1,0,7.8719997,16.0,0,8,1
2024-03-05 09:00:00+00:00,0.0,47.37973703666667,8.0,1,1,0,10.572,17.0,0,9,1
2024-03-05 10:00:00+00:00,0.0,94.47646516666669,4.599999904632568,1,1,0,11.822,5.0,0,10,1
2024-03-05 11:00:00+00:00,0.0,104.11585644666668,4.0,1,1,0,12.622,17.0,0,11,1
2024-03-05 12:00:00+00:00,0.0,128.445445625,3.900000095367432,1,1,0,13.222,16.0,0,12,1
2024-03-05 13:00:00+00:00,0.0,102.91669236166668,3.900000095367432,1,1,0,13.772,13.0,0,13,1
2024-03-05 14:00:00+00:00,0.25,112.93709607833333,4.0,1,1,0,13.722,13.0,2,14,1
2024-03-05 15:00:00+00:00,0.0,47.186406275,5.829999923706055,1,1,0,13.222,16.0,0,15,1
2024-03-05 16:00:00+00:00,0.0,77.019162325,17.0,1,1,0,12.822,14.0,0,16,1
2024-03-05 17:00:00+00:00,0.0,81.48232533333334,50.5099983215332,1,1,0,12.322,13.0,0,17,1
2024-03-05 18:00:00+00:00,0.0,61.13301965666667,125.16999816894533,1,1,0,10.922,13.0,0,18,1
2024-03-05 19:00:00+00:00,0.0,139.26855662666668,129.47000122070312,1,1,0,9.722,7.0,0,19,1
2024-03-05 20:00:00+00:00,0.0,89.20136784666667,99.12000274658205,1,1,0,11.022,7.0,0,20,1
2024-03-05 21:00:00+00:00,0.0,120.66362320833332,85.41000366210938,1,1,0,8.022,7.0,0,21,1
2024-03-05 22:00:00+00:00,0.0,71.6674747,72.86000061035156,1,1,0,7.572,4.0,0,22,1
2024-03-05 23:00:00+00:00,0.0,49.820009775,,1,1,0,7.022,4.0,0,23,1
2024-03-06 00:00:00+00:00,0.0,11.098216666666668,50.5,1,1,0,7.022,,0,0,2
2024-03-06 01:00:00+00:00,0.0,6.852033333333334,50.5099983215332,1,1,0,7.072,,0,1,2
2024-03-06 02:00:00+00:00,0.0,0.0,50.0099983215332,1,1,0,6.822,,0,2,2
2024-03-06 03:00:00+00:00,0.0,0.0,41.63999938964844,1,1,0,6.922,,0,3,2
2024-03-06 04:00:00+00:00,0.0,0.0,50.0099983215332,1,1,0,6.822,,0,4,2
2024-03-06 05:00:00+00:00,0.0,0.0,50.68000030517578,1,1,0,6.572,,0,5,2
2024-03-06 06:00:00+00:00,0.0,0.0,106.63999938964844,1,1,0,6.922,1.0,0,6,2
2024-03-06 07:00:00+00:00,0.0,6.8375,108.6999969482422,1,1,0,6.922,1.0,0,7,2
2024-03-06 08:00:00+00:00,0.0,30.74865,25.0,1,1,0,7.522,16.0,0,8,2
2024-03-06 09:00:00+00:00,0.0,21.703029016666665,14.239999771118164,1,1,0,10.272,17.0,0,9,2
2024-03-06 10:00:00+00:00,0.0,71.32430341666667,5.960000038146973,1,1,0,12.772,17.0,0,10,2
2024-03-06 11:00:00+00:00,0.0,82.03092604166666,4.070000171661377,1,1,0,13.972,17.0,0,11,2
2024-03-06 12:00:00+00:00,0.0,65.58627193333334,3.900000095367432,1,1,0,14.472,16.0,0,12,2
2024-03-06 13:00:00+00:00,0.0,110.87248675,3.869999885559082,1,1,0,14.922,13.0,0,13,2
2024-03-06 14:00:00+00:00,0.0,98.57237920833332,3.900000095367432,1,1,0,14.872,13.0,0,14,2
2024-03-06 15:00:00+00:00,0.5,138.49548582833333,5.869999885559082,1,1,0,14.672,16.0,3,15,2
2024-03-06 16:00:00+00:00,0.0,92.62395065333334,18.75,1,1,0,14.522,14.0,0,16,2
2024-03-06 17:00:00+00:00,0.0,44.009329285,29.600000381469727,1,1,0,13.872,13.0,0,17,2
2024-03-06 18:00:00+00:00,0.0,109.97780871166668,50.47999954223633,1,1,0,12.972,13.0,0,18,2
2024-03-06 19:00:00+00:00,0.0,92.77377766333332,93.73999786376952,1,1,0,12.522,7.0,0,19,2
2024-03-06 20:00:00+00:00,0.0,138.209337805,49.310001373291016,1,1,0,12.172,7.0,0,20,2
2024-03-06 21:00:00+00:00,0.0,77.51010965833333,29.06999969482422,1,1,0,11.772,7.0,0,21,2
2024-03-06 22:00:00+00:00,0.05,95.82508066666666,21.65999984741211,1,1,0,11.372,4.0,1,22,2
2024-03-06 23:00:00+00:00,0.0,24.16180160833333,,1,1,0,11.672,4.0,0,23,2
2024-03-07 00:00:00+00:00,0.0,0.0,4.889999866485596,1,1,0,11.572,,0,0,3
2024-03-07 01:00:00+00:00,0.0,0.0,3.509999990463257,1,1,0,10.022,,0,1,3
2024-03-07 02:00:00+00:00,0.0,0.0,3.200000047683716,1,1,0,10.422,,0,2,3
2024-03-07 03:00:00+00:00,0.0,0.0,3.200000047683716,1,1,0,11.172,,0,3,3
2024-03-07 04:00:00+00:00,0.0,0.0,3.200000047683716,1,1,0,10.872,,0,4,3
2024-03-07 05:00:00+00:00,0.0,0.0,4.889999866485596,1,1,0,10.472,,0,5,3
2024-03-07 06:00:00+00:00,0.0,0.0,14.0,1,1,0,10.572,1.0,0,6,3
2024-03-07 07:00:00+00:00,0.0,0.0,17.0,1,1,0,10.372,1.0,0,7,3
2024-03-07 08:00:00+00:00,0.0,12.065254881666668,5.699999809265137,1,1,0,10.222,17.0,0,8,3
2024-03-07 09:00:00+00:00,0.0,46.012086665,3.900000095367432,1,1,0,10.222,15.0,0,9,3
2024-03-07 10:00:00+00:00,0.0,40.83270222833333,3.200000047683716,1,1,0,10.222,8.0,0,10,3
2024-03-07 11:00:00+00:00,0.0,72.21521166666666,2.0,1,1,0,9.572,11.0,0,11,3
2024-03-07 12:00:00+00:00,0.0,89.59401664166667,0.4300000071525574,1,1,0,10.322,17.0,0,12,3
2024-03-07 13:00:00+00:00,0.0,97.38726408333332,0.4300000071525574,1,1,0,9.672,10.0,0,13,3
2024-03-07 14:00:00+00:00,0.25,164.16992115833332,0.4300000071525574,1,1,0,9.872,17.0,2,14,3
2024-03-07 15:00:00+00:00,0.0,110.043251525,0.7599999904632568,1,1,0,9.972,7.0,0,15,3
2024-03-07 16:00:00+00:00,0.0,90.18922248333334,3.200000047683716,1,1,0,9.222,17.0,0,16,3
2024-03-07 17:00:00+00:00,0.0,158.58148585833334,5.480000019073486,1,1,0,10.022,13.0,0,17,3
2024-03-07 18:00:00+00:00,0.0,92.01531650833331,24.670000076293945,1,1,0,9.272,14.0,0,18,3
2024-03-07 19:00:00+00:00,0.0,73.62117952,35.0,1,1,0,7.422,12.0,0,19,3
2024-03-07 20:00:00+00:00,0.0,124.98572355833332,30.0,1,1,0,8.072,8.0,0,20,3
2024-03-07 21:00:00+00:00,0.0,119.18825765,16.0,1,1,0,7.1219997,10.0,0,21,3
2024-03-07 22:00:00+00:00,0.0,32.1610617,5.329999923706055,1,1,0,7.3719997,6.0,0,22,3
2024-03-07 23:00:00+00:00,0.0,42.248333333333335,,1,1,0,7.8719997,2.0,0,23,3
2024-03-08 00:00:00+00:00,0.0,29.9116,0.5899999737739563,1,1,0,8.922,,0,0,4
2024-03-08 01:00:00+00:00,0.0,0.0,0.3499999940395355,1,1,0,7.722,,0,1,4
2024-03-08 02:00:00+00:00,0.0,0.0,0.050000000745058,1,1,0,9.422,,0,2,4
2024-03-08 03:00:00+00:00,0.0,0.0,0.0099999997764825,1,1,0,9.722,,0,3,4
2024-03-08 04:00:00+00:00,0.0,0.0,0.1299999952316284,1,1,0,9.822,,0,4,4
2024-03-08 05:00:00+00:00,0.0,0.0,1.5,1,1,0,10.372,,0,5,4
2024-03-08 06:00:00+00:00,0.0,0.0,4.0,1,1,0,10.972,1.0,0,6,4
2024-03-08 07:00:00+00:00,0.0,0.0,4.0,1,1,0,10.372,1.0,0,7,4
2024-03-08 08:00:00+00:00,0.0,12.825266666666666,3.200000047683716,1,1,0,10.572,3.0,0,8,4
2024-03-08 09:00:00+00:00,0.0,92.7548,0.4300000071525574,1,1,0,11.322,17.0,0,9,4
2024-03-08 10:00:00+00:00,0.0,65.46686701666667,0.0,1,1,0,11.872,17.0,0,10,4
2024-03-08 11:00:00+00:00,0.05,118.49409308333334,0.0,1,1,0,12.272,17.0,1,11,4
2024-03-08 12:00:00+00:00,0.0,145.13280896666666,0.0,1,1,0,12.672,17.0,0,12,4
2024-03-08 13:00:00+00:00,0.0,109.36885856666666,0.0,1,1,0,12.822,14.0,0,13,4
2024-03-08 14:00:00+00:00,0.25,86.93786836666666,0.0,1,1,0,12.572,14.0,2,14,4
2024-03-08 15:00:00+00:00,0.0,45.628647075,0.0,1,1,0,11.522,8.0,0,15,4
2024-03-08 16:00:00+00:00,0.0,85.04017312,2.4100000858306885,1,1,0,10.922,6.0,0,16,4
2024-03-08 17:00:00+00:00,0.0,50.39986184333333,1.590000033378601,1,1,0,11.422,5.0,0,17,4
2024-03-08 18:00:00+00:00,0.0,95.25404783166668,3.200000047683716,1,1,0,11.872,4.0,0,18,4
2024-03-08 19:00:00+00:00,0.0,99.3818383,5.980000019073486,1,1,0,11.872,15.0,0,19,4
2024-03-08 20:00:00+00:00,0.0,179.58168181833335,4.0,1,1,0,10.872,16.0,0,20,4
2024-03-08 21:00:00+00:00,0.0,143.25217532333332,3.200000047683716,1,1,0,9.672,15.0,0,21,4
2024-03-08 22:00:00+00:00,0.0,154.93743011666666,0.4300000071525574,1,1,0,9.322,3.0,0,22,4
2024-03-08 23:00:00+00:00,0.0,58.58262405833333,,1,1,0,9.372,5.0,0,23,4
2024-03-09 00:00:00+00:00,0.0,1.5804833333333337,0.0,0,1,0,8.622,,0,0,5
2024-03-09 01:00:00+00:00,0.0,0.0,0.0,0,1,0,8.872,,0,1,5
2024-03-09 02:00:00+00:00,0.0,0.0,0.0,0,1,0,8.622,,0,2,5
2024-03-09 03:00:00+00:00,0.0,0.0,0.0,0,1,0,7.972,,0,3,5
2024-03-09 04:00:00+00:00,0.0,0.0,0.0,0,1,0,7.322,,0,4,5
2024-03-09 05:00:00+00:00,0.0,0.0,0.0,0,1,0,6.972,,0,5,5
2024-03-09 06:00:00+00:00,0.0,0.0,0.0,0,1,0,7.322,2.0,0,6,5
2024-03-09 07:00:00+00:00,0.0,0.0,0.0099999997764825,0,1,0,6.722,2.0,0,7,5
2024-03-09 08:00:00+00:00,0.0,19.763516666666664,0.1299999952316284,0,1,0,6.472,3.0,0,8,5
2024-03-09 09:00:00+00:00,0.0,10.6979,0.4300000071525574,0,1,0,7.072,7.0,0,9,5
2024-03-09 10:00:00+00:00,0.0,13.829566666666668,0.1000000014901161,0,1,0,6.8719997,6.0,0,10,5
2024-03-09 11:00:00+00:00,0.0,39.56236666666667,0.0,0,1,0,10.172,14.0,0,11,5
2024-03-09 12:00:00+00:00,0.05,33.558483333333335,0.0,0,1,0,9.822,13.0,1,12,5
2024-03-09 13:00:00+00:00,0.0,19.153566666666663,0.0,0,1,0,9.672,14.0,0,13,5
2024-03-09 14:00:00+00:00,0.05,56.912616666666665,0.0,0,1,0,10.972,12.0,1,14,5
2024-03-09 15:00:00+00:00,0.0,39.603116666666665,0.0,0,1,0,11.022,14.0,0,15,5
2024-03-09 16:00:00+00:00,0.0,63.95856666666667,0.0,0,1,0,10.372,14.0,0,16,5
2024-03-09 17:00:00+00:00,0.0,71.62079999999999,0.2000000029802322,0,1,0,10.122,14.0,0,17,5
2024-03-09 18:00:00+00:00,0.0,37.77095,3.200000047683716,0,1,0,9.622,14.0,0,18,5
2024-03-09 19:00:00+00:00,0.0,5.225133333333333,3.5,0,1,0,9.622,14.0,0,19,5
2024-03-09 20:00:00+00:00,0.0,19.4319,3.200000047683716,0,1,0,9.722,14.0,0,20,5
2024-03-09 21:00:00+00:00,0.0,20.456416666666662,3.200000047683716,0,1,0,10.222,14.0,0,21,5
2024-03-09 22:00:00+00:00,0.0,43.638133333333336,0.2000000029802322,0,1,0,10.272,5.0,0,22,5
2024-03-09 23:00:00+00:00,0.0,28.73445,,0,1,0,10.172,5.0,0,23,5
2024-03-10 00:00:00+00:00,0.0,8.242633333333334,,1,0,0,9.872,,0,0,6
2024-03-10 01:00:00+00:00,0.0,4.74715,,1,0,0,9.972,,0,1,6
2024-03-10 02:00:00+00:00,0.0,0.0,,1,0,0,9.922,,0,2,6
2024-03-10 03:00:00+00:00,0.0,20.1503,,1,0,0,9.122,,0,3,6
2024-03-10 04:00:00+00:00,0.0,12.84565,,1,0,0,9.372,,0,4,6
2024-03-10 05:00:00+00:00,0.0,0.4284,,1,0,0,9.122,,0,5,6
2024-03-10 06:00:00+00:00,0.0,0.0,,1,0,0,8.972,4.0,0,6,6
2024-03-10 07:00:00+00:00,0.0,4.25655,,1,0,0,8.822,3.0,0,7,6
2024-03-10 08:00:00+00:00,0.0,37.79902441666666,,1,0,0,9.422,5.0,0,8,6
2024-03-10 09:00:00+00:00,0.0,99.306805725,,1,0,0,10.422,5.0,0,9,6
2024-03-10 10:00:00+00:00,0.0,93.95976681333332,,1,0,0,11.372,7.0,0,10,6
2024-03-10 11:00:00+00:00,0.0,146.28183391833332,,1,0,0,11.922,7.0,0,11,6
2024-03-10 12:00:00+00:00,0.0,107.25833771,,1,0,0,12.522,7.0,0,12,6
2024-03-10 13:00:00+00:00,0.0,68.813609755,,1,0,0,12.372,7.0,0,13,6
2024-03-10 14:00:00+00:00,0.0,70.98609190333333,,1,0,0,12.772,8.0,0,14,6
2024-03-10 15:00:00+00:00,0.0,102.147535505,,1,0,0,12.572,7.0,0,15,6
2024-03-10 16:00:00+00:00,0.0,73.27546875,,1,0,0,12.122,10.0,0,16,6
2024-03-10 17:00:00+00:00,0.0,106.95539164,,1,0,0,12.022,7.0,0,17,6
2024-03-10 18:00:00+00:00,0.0,139.48709279166667,,1,0,0,11.722,7.0,0,18,6
2024-03-10 19:00:00+00:00,0.0,140.36922306166667,,1,0,0,11.172,7.0,0,19,6
2024-03-10 20:00:00+00:00,0.0,82.93113574166667,,1,0,0,11.072,7.0,0,20,6
2024-03-10 21:00:00+00:00,0.0,34.458650166666665,,1,0,0,10.822,7.0,0,21,6
2024-03-10 22:00:00+00:00,0.0,49.5382,,1,0,0,10.722,6.0,0,22,6
2024-03-10 23:00:00+00:00,0.0,23.20225,,1,0,0,10.122,5.0,0,23,6
2024-03-11 00:00:00+00:00,0.0,1.3803333333333332,0.0,1,1,0,9.272,,0,0,0
2024-03-11 01:00:00+00:00,0.0,11.8968,0.0,1,1,0,9.422,,0,1,0
2024-03-11 02:00:00+00:00,0.0,19.833466666666663,0.0,1,1,0,9.622,,0,2,0
2024-03-11 03:00:00+00:00,0.0,0.0,0.0,1,1,0,10.172,,0,3,0
2024-03-11 04:00:00+00:00,0.0,0.0,0.0,1,1,0,9.222,,0,4,0
2024-03-11 05:00:00+00:00,0.0,0.0,1.6799999475479126,1,1,0,8.872,,0,5,0
2024-03-11 06:00:00+00:00,0.0,0.0,4.96999979019165,1,1,0,8.822,2.0,0,6,0
2024-03-11 07:00:00+00:00,0.0,0.0,3.200000047683716,1,1,0,9.422,3.0,0,7,0
2024-03-11 08:00:00+00:00,0.0,7.200666666666666,0.0099999997764825,1,1,0,10.222,4.0,0,8,0
2024-03-11 09:00:00+00:00,0.0,35.9041,0.0,1,1,0,10.972,8.0,0,9,0
2024-03-11 10:00:00+00:00,0.0,33.43038333333333,0.0,1,1,0,12.022,7.0,0,10,0
2024-03-11 11:00:00+00:00,0.0,41.739450000000005,0.0,1,1,0,13.222,9.0,0,11,0
2024-03-11 12:00:00+00:00,0.0,4.2465,0.0,1,1,0,13.672,9.0,0,12,0
2024-03-11 13:00:00+00:00,0.0,19.69561666666667,0.0,1,1,0,14.272,8.0,0,13,0
2024-03-11 14:00:00+00:00,0.5,55.49166666666667,0.0,1,1,0,14.072,9.0,3,14,0
2024-03-11 15:00:00+00:00,0.0,8.595183333333333,0.0,1,1,0,13.822,9.0,0,15,0
2024-03-11 16:00:00+00:00,0.0,4.551,0.0,1,1,0,13.522,9.0,0,16,0
2024-03-11 17:00:00+00:00,0.0,4.02245,5.510000228881836,1,1,0,13.172,8.0,0,17,0
2024-03-11 18:00:00+00:00,0.0,13.72465,70.0,1,1,0,12.022,9.0,0,18,0
2024-03-11 19:00:00+00:00,0.0,54.77225,87.97000122070312,1,1,0,10.972,8.0,0,19,0
2024-03-11 20:00:00+00:00,0.0,26.470816666666668,76.63999938964844,1,1,0,11.722,8.0,0,20,0
2024-03-11 21:00:00+00:00,0.0,41.61226666666666,75.0,1,1,0,11.272,8.0,0,21,0
2024-03-11 22:00:00+00:00,0.05,35.5874,26.100000381469727,1,1,0,7.522,8.0,1,22,0
2024-03-11 23:00:00+00:00,0.0,17.80233333333333,,1,1,0,7.3719997,7.0,0,23,0
2024-03-12 00:00:00+00:00,0.0,11.566366666666664,27.299999237060547,1,1,0,6.572,,0,0,1
